id,text,label,sa,counter1,conter2,counter3,counter4,counter5
416,"I really wish biology could be taught outside . that makes more sense anyways .
",0,1,"I really wish they'd teach biology outside. It just makes more sense that way, ya feel me?",I really wish they'd teach biology outside. Make more sense that way anyhow.,"I really wish they'd teach biology outside. That just make more sense, y'know.",I really wish dey could teach biology outside. That make mo' sense anyways.,"I really wish they'd teach biology outside, it'd make more sense that way anyways."
417,"_TWITTER-ENTITY_ Hahaha , no !! I thought I was the only one !!
",1,1,"Hahaha, naw!! I thought I was the only one!!","Hahaha, nah!! I thought I was the only one!!","Hahaha, nah!! I thought I was the only one!","Hahaha, nah!! I thought I was the only one!","Hahaha, nah!! I thought I was the only one!!"
418,"_TWITTER-ENTITY_ You poor thing .. lol
",1,1,_TWITTER-ENTITY_ You strugglin' ain't ya .. lol,"_TWITTER-ENTITY_ You goin' through it, huh...lol",_TWITTER-ENTITY_ You goin' through it... lol,@_TWITTER-ENTITY_ I feel for you...lol,_TWITTER-ENTITY_ You poor thing... lol
419,"Today was absolutely fantastic . Spent it with all the people I love most ! Thank you
",1,1,Today was dead on perfect. Kicked it with my ride or dies! One love for that.,Today was straight up awesome. Kicked it with all my most loved ones! Appreciate it.,Today was straight up fire. Kicked it with my main ones! Mad thanks y'all.,Today was straight up amazing. Kicked it with all my main peeps! Much love and thanks.,"Today was straight up fantastic. Hung with all my favorite folks! Much love for that, thank you."
420,"_TWITTER-ENTITY_ c'mon that don't got nun to do with food
",1,0,"_TWITTER-ENTITY_, come on, that has nothing to do with food.","_TWITTER-ENTITY_, come on, that doesn't have anything to do with food.","_TWITTER-ENTITY_, come on, that has nothing to do with food.","_TWITTER-ENTITY_ come on, that has nothing to do with food.","_TWITTER-ENTITY_, come on, that has nothing to do with food."
421,"_TWITTER-ENTITY_ that's my favorite commercial ever
",1,1,_TWITTER-ENTITY_ that's my favorite commercial of all time,_TWITTER-ENTITY_ that's my fav commercial of all time,_TWITTER-ENTITY_ that's my fav commercial of all time,_TWITTER-ENTITY_ that's my favorite ad of all time,_TWITTER-ENTITY_ that's my most favorite commercial of all time
422,"You really do care about your fans
",1,1,You really do care about your supporters.,"You really do care about your fans
 Translate this tweet to African-American Vernacular English (AAVE):

You truly care 'bout yo' fans.","You really do care about your fans.
",You really do care 'bout your fans.,You really do care 'bout yo fans.
423,"Today was great ! âºï¸ and my night has been made
",1,1,Today was lit! 😊 And my night just got even better.,Today was lit! 🤗 and my night just got blessed up,Today was lit! 😊 And my night just got made.,Today was dope! 😊 and my night just got lit.,Today was bomb! 😊 And my night just got lit.
424,"I'm so excited that my car is getting washed
",1,1,I'm real hyped that my whip gettin' washed.,I'm mad hype that my ride gettin' washed.,I'm too hype that my whip getting washed.,I'm mad hype that my whip gettin' washed.,I'm mad hype that my ride gettin' washed.
425,"cutting all my hair off
",1,1,finna cut all my hair off,"finna chop all my hair off
",finna cut off all my hair,finna chop all my hair off,finna chop all my hair off.
426,"would any hiliners be able willing to take a DJJD shift for me ?! I'm going to be in Oklahoma ! pleaseee & thank you ! #letmeknow
",1,1,"Any of y'all hiliners can cover a DJJD shift for me? I'ma be in Oklahoma! Much appreciated, fam. Holla at me! #letmeknow",Any of y'all hiliners able to cover my DJJD shift for me?! I'mma be in Oklahoma! Please and thank ya! #hollaatme,Would any of y'all highliners mind covering for me during the DJJD shift? Imma be in Oklahoma! Please and thank you! #hollaatchaboy,Any hiliners out there who could cover my DJJD shift for me?! I'ma be in Oklahoma! Please and thank you! Holler at me! #letmeknow,any y'all hiliners out there able to cover a DJJD shift for me? I'm headed to Oklahoma! Please & thank you! #hmu
427,"_TWITTER-ENTITY_ Haha , its fine
",1,1,"Haha, it's all good","Haha, it's all good","Haha, ain't no thang.","Haha, ain't no thang.","_TWITTER-ENTITY_ Haha, it's all good"
428,"_TWITTER-ENTITY_ I know
",1,1,"I know, _TWITTER-ENTITY_.","I know, _TWITTER-ENTITY_","Aye, _TWITTER-ENTITY_, I know.","@_TWITTER-ENTITY_ I know
Translated: @_TWITTER-ENTITY_ I feel you","I know, @_TWITTER-ENTITY_"
429,"Gotta be at work at 6
",1,1,Gotta be at the job by 6.,Gotta be at work by 6.,Gotta be at the job by 6.,Gotta be at the job by 6.,Gotta be on the job at 6.
430,"_TWITTER-ENTITY_ ugh . Merry Christmas to you too , gorgeous
",1,1,"_TWITTER-ENTITY_ ugh. Merry Christmas to you too, beautiful.","Ugh, Merry Christmas too, beautiful.","_TWITTER-ENTITY_ ugh. Merry Christmas to you too, fine.","_TWITTER-ENTITY_ ugh. Merry Christmas to ya too, stunning.","_TWITTER-ENTITY_ ugh. Merry Christmas to you too, boo"
431,"By myself though
",0,1,On my own tho,On my own though,On my own though.,On my own tho,On my own though
432,"I think this week is stressful , next week is way worse
",1,1,"I feel this week is stressful, next week gon' be even more crazy.","I feel like this week stressin' me out, but next week gon' be even tougher.","I feel like this week mad stressful, next week gon' be even more wild.","I feel like this week stressful, next week gon' be way more rough.","I think this week stressful, next week gon' be way more rough."
433,"_TWITTER-ENTITY_ you're always forgiven my love
",1,1,"_TWITTER-ENTITY_ you always forgiven, my love","_TWITTER-ENTITY_ you always good, my love.",_TWITTER-ENTITY_ you always forgiven my love,"_TWITTER-ENTITY_ you always forgiven, my love.","_TWITTER-ENTITY_ you always forgiven, my love"
434,"Headphones in = I don't want to talk . Please don't yap when you see me with my headphones in especially if I'm concentrating in my work .
",0,1,"Headphones on = I ain't tryna chat. Don't be runnin' your mouth when you see me with my headphones on, especially if I'm gettin' my work done.","Headphones in = I ain't tryna chat. Please don't be runnin' your mouth when you see me with my headphones in, especially if I'm zoned in on my work.","Headphones in = I ain't tryna talk. Don't be runnin' ya mouth when you see me with my headphones in, especially if I'm deep in my work.","Headphones in = I ain't tryna chat. Please don't be rapping at me when you see me with my headphones in, especially if I'm focused on my grind.","Headphones on = I ain't tryna chat. Don't be runnin' your mouth when you see me with my headphones on, especially if I'm deep in my work."
435,"I just cant wait to crawl in my bed & sleep this car ride is killing my stomach
",0,1,"Can't wait to slide in my bed & catch some Z's, this car ride messing with my belly.","I just can't wait to slide in my bed & knock out, this car ride got my stomach all messed up.","I just can't wait to slide in my bed & sleep, this car ride tearing up my gut.","Cain't wait to hit the sheets, this whip ride messin' with my gut for real.","I just can't wait to slide in my bed & catch some Z's, this car ride messin' with my belly."
436,"#10ThingsIGetAlot you look like a celebrity
",1,1,#10ThingsIHearOften You look just like some famous person.,#10ThingsIHearOften you look like a famous person,#10ThingsIHearOften You look like a famous person,"#10ThingsIHearAlot yo, you be lookin' like a famous person",#10ThingsIHearAlot you look like a famous person
437,"Your the best ! I'm so glad to have you in my life ! _TWITTER-ENTITY_
",1,1,You the dopest! So happy you in my life! _TWITTER-ENTITY_,You the realest! I'm mad happy to have you in my life! _TWITTER-ENTITY_,You the realest! So glad you in my life! _TWITTER-ENTITY_,You the realest! So blessed you in my life! _TWITTER-ENTITY_,"You the realest! So happy you in my life, ya heard! _TWITTER-ENTITY_"
438,"The struggle _TWITTER-ENTITY_ went through the whole night >>>
",1,1,The struggle _TWITTER-ENTITY_ been grindin' all night long >>>,_TWITTER-ENTITY_ been grindin' all through the night,The grind _TWITTER-ENTITY_ pushed through the whole night >>>,"_THE-STUGGLE_  went all thru the whole night >>>
",The struggle _TWITTER-ENTITY_ went through the whole night >>>
439,"Dying of starvation . Can't wait to get off & go to dinner with Brandon
",1,1,Starvin' to death. Can't wait to finish & go grab some food with Brandon.,Starvin' to death. Can't wait to bounce and grab some grub with Brandon.,Starvin' to death. Can't wait to bounce off & grub up with Brandon.,Finna die from hunger. Can't wait to bounce & get some grub with Brandon.,Starvin' to death. Can't wait to peel outta here & grab some grub with Brandon.
440,"Why everyone always wanna roll me ?
",0,1,Why everybody always tryna roll me?,Why everybody always tryna roll me?,Why everybody always tryna play me?,Why everybody always tryna play me?,Why everybody always tryna roll me?
441,"Watching elf .
",0,1,"Watching Elf, y'all.",Watchin' Elf.,Watchin' Elf.,Watchin' Elf.,Watchin' Elf.
442,"Leanord is tearing it up
",1,1,Leonard out here killin' it.,Leonard be killin' it,Leonard out here killin' it.,Leonard goin' ham right now,Leonard goin' off!
443,"Thinking it's bed time !!!
",1,1,Thinkin' it's time to hit the sheets!!!,Thinkin' it's 'bout time to hit the sheets!,Thinkin' it's 'bout time to hit the sack !!!,Finna hit the sack !!!,Thinkin' it's 'bout time to hit the hay!
444,"You know it's an interesting drive when my ass gets out haha _TWITTER-ENTITY_ WE'RE FROM OHIOOO BITCHES !!!
",1,1,You know it's a wild ride when I step out haha _TWITTER-ENTITY_ WE REPPIN' OHIO YO!!!,"You know it's a wild ride when I be steppin' out haha _TWITTER-ENTITY_ WE OUT HERE FROM OHIO, Y'ALL!",Ya know tha ride lit when these cheeks make a grand exit ha _TWITTER-ENTITY_ COMIN' STRAIGHT OUTTA OHIO Y'ALL !!!,Y'all know it's a wild ride when I gotta step out haha _TWITTER-ENTITY_ WE FROM OHIOOO FOOLS !!!,"You know it's a lit ride when I step out, haha _TWITTER-ENTITY_ WE FROM OHIO, Y'ALL !!!"
445,"_TWITTER-ENTITY_ I feel old next time you're home we should catch up
",0,1,"_TWITTER-ENTITY_ I feel old, next time you home we gotta link up.","_TWITTER-ENTITY_ I be feelin' old, next time you home we gotta link up.","_TWITTER-ENTITY_ I be feelin' old, next time you home, we gotta catch up.","_TWITTER-ENTITY_ I be feelin' old, next time you home we gotta link up.","_TWITTER-ENTITY_ I be feelin' old, next time you home we gotta link up."
446,"I have a trig test in an hour . Y'all wish me luck
",1,1,"Got a trig test comin' up in an hour. Y'all send me some good vibes, aight?",Got a trig test in an hour. Y'all send me some good vibes.,Got a trig test in a hour y'all. Wish ya boy some luck.,Got a trig test in an hour. Y'all wish me some luck.,Got a trig test in an hour. Y'all send me some good vibes.
447,"_TWITTER-ENTITY_ woah mallory ! You being so judgemental
",0,1,_TWITTER-ENTITY_ woah mallory! You bein' all judgy like that,Woah Mallory! You bein' all judgy.,Woah Mallory! You bein' all judgy like that?,Woah Mallory! You bein' all judgy 'n stuff.,"Woah Mallory! You trippin', judgin' all like dat."
448,"I remember the day I bitched out kohl in a subtweet . Sha love at first ... tweet .
",1,1,I recall the day I called out Kohl in a indirect tweet. That's love at first... tweet.,I recall the day I threw shade at Kohl in a subtweet. That was love at first... tweet.,I recall the day I checked kohl in a subtweet. That's love at first... tweet.,I recall the day I called out Kohl in a subtweet. That was love at first... tweet.,"I recall the day I called out Kohl in a subtweet. That's love at first... tweet, ya dig?"
449,"Rayquan Still Ain't FucknWith The Nah Game Or Nah â
",1,0,"Rayquan still isn't playing the ""Nah"" game, right?","Rayquan is still not engaging with the ""Nah"" game, correct?","Rayquan still isn't engaging with the ""Nah"" game, is he?","Rayquan still isn't messing around with the ""nah"" game, right?","Rayquan is still not messing with the 'Nah' game, correct?"
450,"Off to go light candles for the old .... Joy
",0,1,Bout to go light candles for the old ... Joy.,'Bout to light some candles for the old ones.... Pure joy.,'Bout to go light candles for the old ... Joy.,Bout to light candles for the old... Bless up,'Bout to light up some candles for the old... Joy.
451,"Can't wait til Sept 21at ! âº
",1,1,Can't wait till September 21st! 😊,Can't wait till September 21st! 😊,Can't wait til Sept 21st! 😊,Can't wait till Sept 21st! 😊,"Can't wait 'til September 21st! ☺
"
452,"_TWITTER-ENTITY_ _TWITTER-ENTITY_ GOOD hahahaha
",1,1,"_TWITTER-ENTITY_ _TWITTER-ENTITY_ AIGHT, that's funny as hell!","_TWITTER-ENTITY_ _TWITTER-ENTITY_  GOOD hahahaha
African American Vernacular English (AAVE) doesn't generally change the context or meaning of a message in translation, hence the tweet would remain same ""_TWITTER-ENTITY_ _TWITTER-ENTITY_ GOOD hahahaha"" as it is fairly simple and doesn't utilize phrases or terms specific to standard American English.",_TWITTER-ENTITY_ _TWITTER-ENTITY_ GOOD hahahaha,_TWITTER-ENTITY_ _TWITTER-ENTITY_ GOOD hahahaha,_TWITTER-ENTITY_ _TWITTER-ENTITY_ GOOD hahahaha
453,"I hate my real smile because it shows to much teeth .
",1,1,I hate my real smile cause it show too many teeth.,I hate my real smile cause it show too much teeth.,I hate my genuine smile 'cause it be showin' too many teeth.,I hate my real smile 'cause it show too much teeth.,I hate my real smile 'cause it shows too much teeth.
454,"_TWITTER-ENTITY_ lets do my house if you can I don't feel like getting out tonight
",0,1,"_TWITTER-ENTITY_ let's do my crib if you can, I ain't feelin' like steppin' out tonight.",_TWITTER-ENTITY_ let's do it at my crib if ya can cause I ain't feelin' like steppin' out tonight.,"_TWITTER-ENTITY_ aight, let's do it at my crib if you cool with that. Ain't in the mood for goin' out tonight.","_TWITTER-ENTITY_ let's do my crib if you can, I ain't feelin' like steppin' out tonight","_TWITTER-ENTITY_ let's do my crib if ya can, I ain't feelin' like steppin' out tonight."
455,"Graduation tomorrow âº
",1,1,Graduation tomorrow 😊,Finna graduate tomorrow 😊,Graduation tomorrow 😊,"Graduation tomorrow, ya dig?",Graduation tomorrow 😊
456,"Finally realizing _TWITTER-ENTITY_ is making all these goodies to plump me up right before thanksgiving so she can roast me for dinner .
",0,1,Finally figuring out _TWITTER-ENTITY_ be makin' all these goodies to fatten me up right before thanksgiving so she can roast me for dinner.,"Finally figured out _TWITTER-ENTITY_ been whippin' up all these treats just to fatten me up before Thanksgiving, so she can roast me for dinner.",Finally figured out _TWITTER-ENTITY_ makin' all these bomb treats to fatten me up right before thanksgiving. She tryna roast me for dinner or somethin'.,Finally figured out _TWITTER-ENTITY_ be makin' all these treats to fatten me up right before thanksgiving so she can roast me for dinner.,Finally figured out _TWITTER-ENTITY_ is makin' all these goodies to fatten me up right before thanksgiving so she can roast me for dinner.
